Country Name,"Country Code","Series","Series Code","2007 [YR2007]","2008 [YR2008]","2009 [YR2009]","2010 [YR2010]","2011 [YR2011]","2012 [YR2012]","2013 [YR2013]","2014 [YR2014]","2015 [YR2015]","2016 [YR2016]","2017 [YR2017]"
Hungary,"HUN","Barro-Lee: Average years of tertiary schooling, age 15+, female","BAR.TER.SCHL.15UP.FE","..","..","..","0.69","..","..","..","..","..","..",".."
Hungary,"HUN","Barro-Lee: Average years of total schooling, age 15+, female","BAR.SCHL.15UP.FE","..","..","..","11.82","..","..","..","..","..","..",".."
Hungary,"HUN","Barro-Lee: Average years of total schooling, age 15+, total","BAR.SCHL.15UP","..","..","..","11.85","..","..","..","..","..","..",".."
Hungary,"HUN","Literacy rate, population 25-64 years, both sexes (%)","UIS.LR.AG25T64","..","..","..","..","..","..","..","99.2","..","..",".."
Hungary,"HUN","Literacy rate, population 25-64 years, female (%)","UIS.LR.AG25T64.F","..","..","..","..","..","..","..","99.2","..","..",".."
Hungary,"HUN","Literacy rate, population 25-64 years, male (%)","UIS.LR.AG25T64.M","..","..","..","..","..","..","..","99.2","..","..",".."
Hungary,"HUN","Harmonized Test Scores, Total","HD.HCI.HLOS","..","..","..","..","..","..","..","..","..","..","516"
Hungary,"HUN","Harmonized Test Scores, Male","HD.HCI.HLOS.MA","..","..","..","..","..","..","..","..","..","..","514"
Hungary,"HUN","Harmonized Test Scores, Female","HD.HCI.HLOS.FE","..","..","..","..","..","..","..","..","..","..","517"
Hungary,"HUN","Percentage of enrolment in primary education in private institutions (%)","SE.PRM.PRIV.ZS","7.34051","7.86869","8.24934","8.70405","9.19171","10.89924","13.99034","14.85802","15.37534","15.97027",".."
Hungary,"HUN","Percentage of enrolment in lower secondary education in private institutions (%)","UIS.PRP.2","8.04788","8.49822","8.9889","9.33837","9.70487","11.43731","14.73172","15.74436","16.01094","..",".."
Hungary,"HUN","Percentage of enrolment in secondary education in private institutions (%)","SE.SEC.PRIV.ZS","10.76534","11.58485","12.35001","12.86382","13.35654","14.72759","21.35651","22.04529","22.38497","..",".."
Hungary,"HUN","Percentage of enrolment in tertiary education in private institutions (%)","SE.TER.PRIV.ZS","15.45513","15.79904","16.25356","16.57591","16.78488","17.01899","17.19641","14.7744","13.12583","13.1034",".."
Hungary,"HUN","Percentage of enrolment in upper secondary education in private institutions (%)","UIS.PRP.3","13.41432","14.48724","15.36581","15.89801","16.39522","17.47613","26.52357","27.21491","27.9498","26.96853",".."
IBRD only,"IBD","Barro-Lee: Average years of primary schooling, age 15+, female","BAR.PRM.SCHL.15UP.FE","..","..","..","..","..","..","..","..","..","..",".."
IBRD only,"IBD","Barro-Lee: Average years of primary schooling, age 15+, total","BAR.PRM.SCHL.15UP","..","..","..","..","..","..","..","..","..","..",".."
IBRD only,"IBD","Barro-Lee: Average years of secondary schooling, age 15+, female","BAR.SEC.SCHL.15UP.FE","..","..","..","..","..","..","..","..","..","..",".."
IBRD only,"IBD","Barro-Lee: Average years of secondary schooling, age 15+, total","BAR.SEC.SCHL.15UP","..","..","..","..","..","..","..","..","..","..",".."
IBRD only,"IBD","Barro-Lee: Average years of tertiary schooling, age 15+, total","BAR.TER.SCHL.15UP","..","..","..","..","..","..","..","..","..","..",".."
IBRD only,"IBD","Barro-Lee: Average years of tertiary schooling, age 15+, female","BAR.TER.SCHL.15UP.FE","..","..","..","..","..","..","..","..","..","..",".."
IBRD only,"IBD","Barro-Lee: Average years of total schooling, age 15+, female","BAR.SCHL.15UP.FE","..","..","..","..","..","..","..","..","..","..",".."
IBRD only,"IBD","Barro-Lee: Average years of total schooling, age 15+, total","BAR.SCHL.15UP","..","..","..","..","..","..","..","..","..","..",".."
IBRD only,"IBD","Literacy rate, population 25-64 years, both sexes (%)","UIS.LR.AG25T64","..","..","..","..","..","..","..","..","..","..",".."
IBRD only,"IBD","Literacy rate, population 25-64 years, female (%)","UIS.LR.AG25T64.F","..","..","..","..","..","..","..","..","..","..",".."
IBRD only,"IBD","Literacy rate, population 25-64 years, male (%)","UIS.LR.AG25T64.M","..","..","..","..","..","..","..","..","..","..",".."
IBRD only,"IBD","Harmonized Test Scores, Total","HD.HCI.HLOS","..","..","..","..","..","..","..","..","..","..",".."
IBRD only,"IBD","Harmonized Test Scores, Male","HD.HCI.HLOS.MA","..","..","..","..","..","..","..","..","..","..",".."
IBRD only,"IBD","Harmonized Test Scores, Female","HD.HCI.HLOS.FE","..","..","..","..","..","..","..","..","..","..",".."
IBRD only,"IBD","Percentage of enrolment in primary education in private institutions (%)","SE.PRM.PRIV.ZS","..","..","..","..","..","..","..","..","..","..",".."
IBRD only,"IBD","Percentage of enrolment in lower secondary education in private institutions (%)","UIS.PRP.2","..","..","..","..","..","..","..","..","..","..",".."
IBRD only,"IBD","Percentage of enrolment in secondary education in private institutions (%)","SE.SEC.PRIV.ZS","..","..","..","..","..","..","..","..","..","..",".."
IBRD only,"IBD","Percentage of enrolment in tertiary education in private institutions (%)","SE.TER.PRIV.ZS","..","..","..","..","..","..","..","..","..","..",".."
IBRD only,"IBD","Percentage of enrolment in upper secondary education in private institutions (%)","UIS.PRP.3","..","..","..","..","..","..","..","..","..","..",".."
Iceland,"ISL","Barro-Lee: Average years of primary schooling, age 15+, female","BAR.PRM.SCHL.15UP.FE","..","..","..","5.82","..","..","..","..","..","..",".."
Iceland,"ISL","Barro-Lee: Average years of primary schooling, age 15+, total","BAR.PRM.SCHL.15UP","..","..","..","5.82","..","..","..","..","..","..",".."
Iceland,"ISL","Barro-Lee: Average years of secondary schooling, age 15+, female","BAR.SEC.SCHL.15UP.FE","..","..","..","4.4","..","..","..","..","..","..",".."
Iceland,"ISL","Barro-Lee: Average years of secondary schooling, age 15+, total","BAR.SEC.SCHL.15UP","..","..","..","4.27","..","..","..","..","..","..",".."
Iceland,"ISL","Barro-Lee: Average years of tertiary schooling, age 15+, total","BAR.TER.SCHL.15UP","..","..","..","0.96","..","..","..","..","..","..",".."
Iceland,"ISL","Barro-Lee: Average years of tertiary schooling, age 15+, female","BAR.TER.SCHL.15UP.FE","..","..","..","0.96","..","..","..","..","..","..",".."
Iceland,"ISL","Barro-Lee: Average years of total schooling, age 15+, female","BAR.SCHL.15UP.FE","..","..","..","11.19","..","..","..","..","..","..",".."
Iceland,"ISL","Barro-Lee: Average years of total schooling, age 15+, total","BAR.SCHL.15UP","..","..","..","11.05","..","..","..","..","..","..",".."
Iceland,"ISL","Literacy rate, population 25-64 years, both sexes (%)","UIS.LR.AG25T64","..","..","..","..","..","..","..","..","..","..",".."
Iceland,"ISL","Literacy rate, population 25-64 years, female (%)","UIS.LR.AG25T64.F","..","..","..","..","..","..","..","..","..","..",".."
Iceland,"ISL","Literacy rate, population 25-64 years, male (%)","UIS.LR.AG25T64.M","..","..","..","..","..","..","..","..","..","..",".."
Iceland,"ISL","Harmonized Test Scores, Total","HD.HCI.HLOS","..","..","..","..","..","..","..","..","..","..","497"
Iceland,"ISL","Harmonized Test Scores, Male","HD.HCI.HLOS.MA","..","..","..","..","..","..","..","..","..","..","489"
Iceland,"ISL","Harmonized Test Scores, Female","HD.HCI.HLOS.FE","..","..","..","..","..","..","..","..","..","..","504"
Iceland,"ISL","Percentage of enrolment in primary education in private institutions (%)","SE.PRM.PRIV.ZS","1.56562","1.82","1.85532","2.00216","2.15412","2.75972","3.16451","3.14131","3.3101","2.98775",".."
Iceland,"ISL","Percentage of enrolment in lower secondary education in private institutions (%)","UIS.PRP.2","0.73236","0.85636","0.82045","0.82329","0.95369","0.863","0.94962","0.85656","0.9989","1.11412",".."
Iceland,"ISL","Percentage of enrolment in secondary education in private institutions (%)","SE.SEC.PRIV.ZS","6.79851","7.23307","11.9886","12.28981","12.39742","13.30584","13.53627","14.20997","13.9497","14.97013",".."
Iceland,"ISL","Percentage of enrolment in tertiary education in private institutions (%)","SE.TER.PRIV.ZS","20.5992","21.08111","21.45517","19.70528","18.77421","17.76533","18.71498","20.04422","22.07497","21.71598",".."
Iceland,"ISL","Percentage of enrolment in upper secondary education in private institutions (%)","UIS.PRP.3","10.85114","11.41697","19.10474","19.17168","19.18137","20.28165","19.82664","21.15603","20.78078","22.51245",".."
IDA & IBRD total,"IBT","Barro-Lee: Average years of primary schooling, age 15+, female","BAR.PRM.SCHL.15UP.FE","..","..","..","..","..","..","..","..","..","..",".."
IDA & IBRD total,"IBT","Barro-Lee: Average years of primary schooling, age 15+, total","BAR.PRM.SCHL.15UP","..","..","..","..","..","..","..","..","..","..",".."
IDA & IBRD total,"IBT","Barro-Lee: Average years of secondary schooling, age 15+, female","BAR.SEC.SCHL.15UP.FE","..","..","..","..","..","..","..","..","..","..",".."
IDA & IBRD total,"IBT","Barro-Lee: Average years of secondary schooling, age 15+, total","BAR.SEC.SCHL.15UP","..","..","..","..","..","..","..","..","..","..",".."
IDA & IBRD total,"IBT","Barro-Lee: Average years of tertiary schooling, age 15+, total","BAR.TER.SCHL.15UP","..","..","..","..","..","..","..","..","..","..",".."
IDA & IBRD total,"IBT","Barro-Lee: Average years of tertiary schooling, age 15+, female","BAR.TER.SCHL.15UP.FE","..","..","..","..","..","..","..","..","..","..",".."
IDA & IBRD total,"IBT","Barro-Lee: Average years of total schooling, age 15+, female","BAR.SCHL.15UP.FE","..","..","..","..","..","..","..","..","..","..",".."
IDA & IBRD total,"IBT","Barro-Lee: Average years of total schooling, age 15+, total","BAR.SCHL.15UP","..","..","..","..","..","..","..","..","..","..",".."
IDA & IBRD total,"IBT","Literacy rate, population 25-64 years, both sexes (%)","UIS.LR.AG25T64","..","..","..","..","..","..","..","..","..","..",".."
IDA & IBRD total,"IBT","Literacy rate, population 25-64 years, female (%)","UIS.LR.AG25T64.F","..","..","..","..","..","..","..","..","..","..",".."
IDA & IBRD total,"IBT","Literacy rate, population 25-64 years, male (%)","UIS.LR.AG25T64.M","..","..","..","..","..","..","..","..","..","..",".."
IDA & IBRD total,"IBT","Harmonized Test Scores, Total","HD.HCI.HLOS","..","..","..","..","..","..","..","..","..","..",".."
IDA & IBRD total,"IBT","Harmonized Test Scores, Male","HD.HCI.HLOS.MA","..","..","..","..","..","..","..","..","..","..",".."
IDA & IBRD total,"IBT","Harmonized Test Scores, Female","HD.HCI.HLOS.FE","..","..","..","..","..","..","..","..","..","..",".."
IDA & IBRD total,"IBT","Percentage of enrolment in primary education in private institutions (%)","SE.PRM.PRIV.ZS","..","..","..","..","..","..","..","..","..","..",".."
IDA & IBRD total,"IBT","Percentage of enrolment in lower secondary education in private institutions (%)","UIS.PRP.2","..","..","..","..","..","..","..","..","..","..",".."
IDA & IBRD total,"IBT","Percentage of enrolment in secondary education in private institutions (%)","SE.SEC.PRIV.ZS","..","..","..","..","..","..","..","..","..","..",".."
IDA & IBRD total,"IBT","Percentage of enrolment in tertiary education in private institutions (%)","SE.TER.PRIV.ZS","..","..","..","..","..","..","..","..","..","..",".."
IDA & IBRD total,"IBT","Percentage of enrolment in upper secondary education in private institutions (%)","UIS.PRP.3","..","..","..","..","..","..","..","..","..","..",".."
IDA blend,"IDB","Barro-Lee: Average years of primary schooling, age 15+, female","BAR.PRM.SCHL.15UP.FE","..","..","..","..","..","..","..","..","..","..",".."
IDA blend,"IDB","Barro-Lee: Average years of primary schooling, age 15+, total","BAR.PRM.SCHL.15UP","..","..","..","..","..","..","..","..","..","..",".."
IDA blend,"IDB","Barro-Lee: Average years of secondary schooling, age 15+, female","BAR.SEC.SCHL.15UP.FE","..","..","..","..","..","..","..","..","..","..",".."
IDA blend,"IDB","Barro-Lee: Average years of secondary schooling, age 15+, total","BAR.SEC.SCHL.15UP","..","..","..","..","..","..","..","..","..","..",".."
IDA blend,"IDB","Barro-Lee: Average years of tertiary schooling, age 15+, total","BAR.TER.SCHL.15UP","..","..","..","..","..","..","..","..","..","..",".."
IDA blend,"IDB","Barro-Lee: Average years of tertiary schooling, age 15+, female","BAR.TER.SCHL.15UP.FE","..","..","..","..","..","..","..","..","..","..",".."
IDA blend,"IDB","Barro-Lee: Average years of total schooling, age 15+, female","BAR.SCHL.15UP.FE","..","..","..","..","..","..","..","..","..","..",".."
IDA blend,"IDB","Barro-Lee: Average years of total schooling, age 15+, total","BAR.SCHL.15UP","..","..","..","..","..","..","..","..","..","..",".."
IDA blend,"IDB","Literacy rate, population 25-64 years, both sexes (%)","UIS.LR.AG25T64","..","..","..","..","..","..","..","..","..","..",".."
IDA blend,"IDB","Literacy rate, population 25-64 years, female (%)","UIS.LR.AG25T64.F","..","..","..","..","..","..","..","..","..","..",".."
IDA blend,"IDB","Literacy rate, population 25-64 years, male (%)","UIS.LR.AG25T64.M","..","..","..","..","..","..","..","..","..","..",".."
IDA blend,"IDB","Harmonized Test Scores, Total","HD.HCI.HLOS","..","..","..","..","..","..","..","..","..","..",".."
IDA blend,"IDB","Harmonized Test Scores, Male","HD.HCI.HLOS.MA","..","..","..","..","..","..","..","..","..","..",".."
IDA blend,"IDB","Harmonized Test Scores, Female","HD.HCI.HLOS.FE","..","..","..","..","..","..","..","..","..","..",".."
IDA blend,"IDB","Percentage of enrolment in primary education in private institutions (%)","SE.PRM.PRIV.ZS","..","..","..","..","..","..","..","..","..","..",".."
IDA blend,"IDB","Percentage of enrolment in lower secondary education in private institutions (%)","UIS.PRP.2","..","..","..","..","..","..","..","..","..","..",".."
IDA blend,"IDB","Percentage of enrolment in secondary education in private institutions (%)","SE.SEC.PRIV.ZS","..","..","..","..","..","..","..","..","..","..",".."
IDA blend,"IDB","Percentage of enrolment in tertiary education in private institutions (%)","SE.TER.PRIV.ZS","..","..","..","..","..","..","..","..","..","..",".."
IDA blend,"IDB","Percentage of enrolment in upper secondary education in private institutions (%)","UIS.PRP.3","..","..","..","..","..","..","..","..","..","..",".."
IDA only,"IDX","Barro-Lee: Average years of primary schooling, age 15+, female","BAR.PRM.SCHL.15UP.FE","..","..","..","..","..","..","..","..","..","..",".."
IDA only,"IDX","Barro-Lee: Average years of primary schooling, age 15+, total","BAR.PRM.SCHL.15UP","..","..","..","..","..","..","..","..","..","..",".."
IDA only,"IDX","Barro-Lee: Average years of secondary schooling, age 15+, female","BAR.SEC.SCHL.15UP.FE","..","..","..","..","..","..","..","..","..","..",".."
IDA only,"IDX","Barro-Lee: Average years of secondary schooling, age 15+, total","BAR.SEC.SCHL.15UP","..","..","..","..","..","..","..","..","..","..",".."
IDA only,"IDX","Barro-Lee: Average years of tertiary schooling, age 15+, total","BAR.TER.SCHL.15UP","..","..","..","..","..","..","..","..","..","..",".."
IDA only,"IDX","Barro-Lee: Average years of tertiary schooling, age 15+, female","BAR.TER.SCHL.15UP.FE","..","..","..","..","..","..","..","..","..","..",".."
IDA only,"IDX","Barro-Lee: Average years of total schooling, age 15+, female","BAR.SCHL.15UP.FE","..","..","..","..","..","..","..","..","..","..",".."
IDA only,"IDX","Barro-Lee: Average years of total schooling, age 15+, total","BAR.SCHL.15UP","..","..","..","..","..","..","..","..","..","..",".."
IDA only,"IDX","Literacy rate, population 25-64 years, both sexes (%)","UIS.LR.AG25T64","..","..","..","..","..","..","..","..","..","..",".."
IDA only,"IDX","Literacy rate, population 25-64 years, female (%)","UIS.LR.AG25T64.F","..","..","..","..","..","..","..","..","..","..",".."
IDA only,"IDX","Literacy rate, population 25-64 years, male (%)","UIS.LR.AG25T64.M","..","..","..","..","..","..","..","..","..","..",".."
IDA only,"IDX","Harmonized Test Scores, Total","HD.HCI.HLOS","..","..","..","..","..","..","..","..","..","..",".."
IDA only,"IDX","Harmonized Test Scores, Male","HD.HCI.HLOS.MA","..","..","..","..","..","..","..","..","..","..",".."
IDA only,"IDX","Harmonized Test Scores, Female","HD.HCI.HLOS.FE","..","..","..","..","..","..","..","..","..","..",".."
IDA only,"IDX","Percentage of enrolment in primary education in private institutions (%)","SE.PRM.PRIV.ZS","..","..","..","..","..","..","..","..","..","..",".."
IDA only,"IDX","Percentage of enrolment in lower secondary education in private institutions (%)","UIS.PRP.2","..","..","..","..","..","..","..","..","..","..",".."
IDA only,"IDX","Percentage of enrolment in secondary education in private institutions (%)","SE.SEC.PRIV.ZS","..","..","..","..","..","..","..","..","..","..",".."
IDA only,"IDX","Percentage of enrolment in tertiary education in private institutions (%)","SE.TER.PRIV.ZS","..","..","..","..","..","..","..","..","..","..",".."
IDA only,"IDX","Percentage of enrolment in upper secondary education in private institutions (%)","UIS.PRP.3","..","..","..","..","..","..","..","..","..","..",".."
IDA total,"IDA","Barro-Lee: Average years of primary schooling, age 15+, female","BAR.PRM.SCHL.15UP.FE","..","..","..","..","..","..","..","..","..","..",".."
IDA total,"IDA","Barro-Lee: Average years of primary schooling, age 15+, total","BAR.PRM.SCHL.15UP","..","..","..","..","..","..","..","..","..","..",".."
IDA total,"IDA","Barro-Lee: Average years of secondary schooling, age 15+, female","BAR.SEC.SCHL.15UP.FE","..","..","..","..","..","..","..","..","..","..",".."
IDA total,"IDA","Barro-Lee: Average years of secondary schooling, age 15+, total","BAR.SEC.SCHL.15UP","..","..","..","..","..","..","..","..","..","..",".."
IDA total,"IDA","Barro-Lee: Average years of tertiary schooling, age 15+, total","BAR.TER.SCHL.15UP","..","..","..","..","..","..","..","..","..","..",".."
IDA total,"IDA","Barro-Lee: Average years of tertiary schooling, age 15+, female","BAR.TER.SCHL.15UP.FE","..","..","..","..","..","..","..","..","..","..",".."
IDA total,"IDA","Barro-Lee: Average years of total schooling, age 15+, female","BAR.SCHL.15UP.FE","..","..","..","..","..","..","..","..","..","..",".."
IDA total,"IDA","Barro-Lee: Average years of total schooling, age 15+, total","BAR.SCHL.15UP","..","..","..","..","..","..","..","..","..","..",".."
IDA total,"IDA","Literacy rate, population 25-64 years, both sexes (%)","UIS.LR.AG25T64","..","..","..","..","..","..","..","..","..","..",".."
IDA total,"IDA","Literacy rate, population 25-64 years, female (%)","UIS.LR.AG25T64.F","..","..","..","..","..","..","..","..","..","..",".."
IDA total,"IDA","Literacy rate, population 25-64 years, male (%)","UIS.LR.AG25T64.M","..","..","..","..","..","..","..","..","..","..",".."
IDA total,"IDA","Harmonized Test Scores, Total","HD.HCI.HLOS","..","..","..","..","..","..","..","..","..","..",".."
IDA total,"IDA","Harmonized Test Scores, Male","HD.HCI.HLOS.MA","..","..","..","..","..","..","..","..","..","..",".."
IDA total,"IDA","Harmonized Test Scores, Female","HD.HCI.HLOS.FE","..","..","..","..","..","..","..","..","..","..",".."
IDA total,"IDA","Percentage of enrolment in primary education in private institutions (%)","SE.PRM.PRIV.ZS","..","..","..","..","..","..","..","..","..","..",".."
IDA total,"IDA","Percentage of enrolment in lower secondary education in private institutions (%)","UIS.PRP.2","..","..","..","..","..","..","..","..","..","..",".."
IDA total,"IDA","Percentage of enrolment in secondary education in private institutions (%)","SE.SEC.PRIV.ZS","..","..","..","..","..","..","..","..","..","..",".."
IDA total,"IDA","Percentage of enrolment in tertiary education in private institutions (%)","SE.TER.PRIV.ZS","..","..","..","..","..","..","..","..","..","..",".."
IDA total,"IDA","Percentage of enrolment in upper secondary education in private institutions (%)","UIS.PRP.3","..","..","..","..","..","..","..","..","..","..",".."
India,"IND","Barro-Lee: Average years of primary schooling, age 15+, female","BAR.PRM.SCHL.15UP.FE","..","..","..","2.57","..","..","..","..","..","..",".."
India,"IND","Barro-Lee: Average years of primary schooling, age 15+, total","BAR.PRM.SCHL.15UP","..","..","..","3.3","..","..","..","..","..","..",".."
India,"IND","Barro-Lee: Average years of secondary schooling, age 15+, female","BAR.SEC.SCHL.15UP.FE","..","..","..","2.07","..","..","..","..","..","..",".."
India,"IND","Barro-Lee: Average years of secondary schooling, age 15+, total","BAR.SEC.SCHL.15UP","..","..","..","2.67","..","..","..","..","..","..",".."
India,"IND","Barro-Lee: Average years of tertiary schooling, age 15+, total","BAR.TER.SCHL.15UP","..","..","..","0.27","..","..","..","..","..","..",".."
India,"IND","Barro-Lee: Average years of tertiary schooling, age 15+, female","BAR.TER.SCHL.15UP.FE","..","..","..","0.18","..","..","..","..","..","..",".."
India,"IND","Barro-Lee: Average years of total schooling, age 15+, female","BAR.SCHL.15UP.FE","..","..","..","4.81","..","..","..","..","..","..",".."
India,"IND","Barro-Lee: Average years of total schooling, age 15+, total","BAR.SCHL.15UP","..","..","..","6.24","..","..","..","..","..","..",".."
India,"IND","Literacy rate, population 25-64 years, both sexes (%)","UIS.LR.AG25T64","..","..","..","..","65.43287","..","..","..","..","..",".."
India,"IND","Literacy rate, population 25-64 years, female (%)","UIS.LR.AG25T64.F","..","..","..","..","53.99607","..","..","..","..","..",".."
India,"IND","Literacy rate, population 25-64 years, male (%)","UIS.LR.AG25T64.M","..","..","..","..","76.47395","..","..","..","..","..",".."
India,"IND","Harmonized Test Scores, Total","HD.HCI.HLOS","..","..","..","..","..","..","..","..","..","..","355"
India,"IND","Harmonized Test Scores, Male","HD.HCI.HLOS.MA","..","..","..","..","..","..","..","..","..","..","347"
India,"IND","Harmonized Test Scores, Female","HD.HCI.HLOS.FE","..","..","..","..","..","..","..","..","..","..","362"
India,"IND","Percentage of enrolment in primary education in private institutions (%)","SE.PRM.PRIV.ZS","..","..","..","..","..","..","..","34.96454","34.78063","33.4191",".."
India,"IND","Percentage of enrolment in lower secondary education in private institutions (%)","UIS.PRP.2","..","..","..","..","..","..","40.83597","41.46678","41.46241","42.05048",".."
India,"IND","Percentage of enrolment in secondary education in private institutions (%)","SE.SEC.PRIV.ZS","..","..","..","..","..","..","47.99468","50.16532","50.17245","50.51277",".."
India,"IND","Percentage of enrolment in tertiary education in private institutions (%)","SE.TER.PRIV.ZS","..","..","..","..","..","..","53.87951","55.33099","57.87528","57.34524",".."
India,"IND","Percentage of enrolment in upper secondary education in private institutions (%)","UIS.PRP.3","..","..","..","..","..","..","56.31261","59.34527","59.34876","59.17883",".."
Indonesia,"IDN","Barro-Lee: Average years of primary schooling, age 15+, female","BAR.PRM.SCHL.15UP.FE","..","..","..","4.9","..","..","..","..","..","..",".."
Indonesia,"IDN","Barro-Lee: Average years of primary schooling, age 15+, total","BAR.PRM.SCHL.15UP","..","..","..","5.1","..","..","..","..","..","..",".."
Indonesia,"IDN","Barro-Lee: Average years of secondary schooling, age 15+, female","BAR.SEC.SCHL.15UP.FE","..","..","..","2.1","..","..","..","..","..","..",".."
Indonesia,"IDN","Barro-Lee: Average years of secondary schooling, age 15+, total","BAR.SEC.SCHL.15UP","..","..","..","2.3","..","..","..","..","..","..",".."
Indonesia,"IDN","Barro-Lee: Average years of tertiary schooling, age 15+, total","BAR.TER.SCHL.15UP","..","..","..","0.2","..","..","..","..","..","..",".."
Indonesia,"IDN","Barro-Lee: Average years of tertiary schooling, age 15+, female","BAR.TER.SCHL.15UP.FE","..","..","..","0.19","..","..","..","..","..","..",".."
Indonesia,"IDN","Barro-Lee: Average years of total schooling, age 15+, female","BAR.SCHL.15UP.FE","..","..","..","7.2","..","..","..","..","..","..",".."
Indonesia,"IDN","Barro-Lee: Average years of total schooling, age 15+, total","BAR.SCHL.15UP","..","..","..","7.61","..","..","..","..","..","..",".."
Indonesia,"IDN","Literacy rate, population 25-64 years, both sexes (%)","UIS.LR.AG25T64","..","93.74494","93.71648","..","93.65473","..","..","95.9686","96.47624","96.69641",".."
Indonesia,"IDN","Literacy rate, population 25-64 years, female (%)","UIS.LR.AG25T64.F","..","91.32912","91.40566","..","91.34358","..","..","94.32201","95.26534","95.57162",".."
Indonesia,"IDN","Literacy rate, population 25-64 years, male (%)","UIS.LR.AG25T64.M","..","96.23295","96.16753","..","95.97388","..","..","97.61209","97.68454","97.8213",".."
Indonesia,"IDN","Harmonized Test Scores, Total","HD.HCI.HLOS","..","..","..","..","..","..","..","..","..","..","403"
Indonesia,"IDN","Harmonized Test Scores, Male","HD.HCI.HLOS.MA","..","..","..","..","..","..","..","..","..","..","398"
Indonesia,"IDN","Harmonized Test Scores, Female","HD.HCI.HLOS.FE","..","..","..","..","..","..","..","..","..","..","408"
Indonesia,"IDN","Percentage of enrolment in primary education in private institutions (%)","SE.PRM.PRIV.ZS","18.19616","16.10968","16.37894","16.8167","17.1334","17.33075","17.94471","18.40642","20.20726","..","21.86707"
Indonesia,"IDN","Percentage of enrolment in lower secondary education in private institutions (%)","UIS.PRP.2","41.29788","37.1833","36.74672","36.28969","36.12667","35.71393","35.11385","36.41802","37.70429","38.67731","37.80566"
Indonesia,"IDN","Percentage of enrolment in secondary education in private institutions (%)","SE.SEC.PRIV.ZS","47.11348","42.88536","43.27081","41.83039","41.44531","41.71284","40.91344","43.35569","41.18643","42.15903","41.49084"
Indonesia,"IDN","Percentage of enrolment in tertiary education in private institutions (%)","SE.TER.PRIV.ZS","..","..","59.44365","58.15547","61.68405","66.24383","67.1465","66.94486","..","..","62.72101"
Indonesia,"IDN","Percentage of enrolment in upper secondary education in private institutions (%)","UIS.PRP.3","56.38758","51.38524","52.48738","49.82184","48.62173","49.58404","48.34744","52.24215","45.69211","46.7812","46.0462"
"Iran, Islamic Rep.","IRN","Barro-Lee: Average years of primary schooling, age 15+, female","BAR.PRM.SCHL.15UP.FE","..","..","..","4.28","..","..","..","..","..","..",".."
"Iran, Islamic Rep.","IRN","Barro-Lee: Average years of primary schooling, age 15+, total","BAR.PRM.SCHL.15UP","..","..","..","4.32","..","..","..","..","..","..",".."
"Iran, Islamic Rep.","IRN","Barro-Lee: Average years of secondary schooling, age 15+, female","BAR.SEC.SCHL.15UP.FE","..","..","..","3.78","..","..","..","..","..","..",".."
"Iran, Islamic Rep.","IRN","Barro-Lee: Average years of secondary schooling, age 15+, total","BAR.SEC.SCHL.15UP","..","..","..","3.88","..","..","..","..","..","..",".."
"Iran, Islamic Rep.","IRN","Barro-Lee: Average years of tertiary schooling, age 15+, total","BAR.TER.SCHL.15UP","..","..","..","0.68","..","..","..","..","..","..",".."
"Iran, Islamic Rep.","IRN","Barro-Lee: Average years of tertiary schooling, age 15+, female","BAR.TER.SCHL.15UP.FE","..","..","..","0.62","..","..","..","..","..","..",".."
"Iran, Islamic Rep.","IRN","Barro-Lee: Average years of total schooling, age 15+, female","BAR.SCHL.15UP.FE","..","..","..","8.68","..","..","..","..","..","..",".."
"Iran, Islamic Rep.","IRN","Barro-Lee: Average years of total schooling, age 15+, total","BAR.SCHL.15UP","..","..","..","8.88","..","..","..","..","..","..",".."
"Iran, Islamic Rep.","IRN","Literacy rate, population 25-64 years, both sexes (%)","UIS.LR.AG25T64","..","81.57501","..","..","..","84.12422","85.7942","86.07834","..","87.38487",".."
"Iran, Islamic Rep.","IRN","Literacy rate, population 25-64 years, female (%)","UIS.LR.AG25T64.F","..","74.73793","..","..","..","78.34703","80.41681","80.84387","..","82.59801",".."
"Iran, Islamic Rep.","IRN","Literacy rate, population 25-64 years, male (%)","UIS.LR.AG25T64.M","..","88.5258","..","..","..","90.16577","91.25407","91.40845","..","92.26007",".."
"Iran, Islamic Rep.","IRN","Harmonized Test Scores, Total","HD.HCI.HLOS","..","..","..","..","..","..","..","..","..","..","432"
"Iran, Islamic Rep.","IRN","Harmonized Test Scores, Male","HD.HCI.HLOS.MA","..","..","..","..","..","..","..","..","..","..","420"
"Iran, Islamic Rep.","IRN","Harmonized Test Scores, Female","HD.HCI.HLOS.FE","..","..","..","..","..","..","..","..","..","..","446"
"Iran, Islamic Rep.","IRN","Percentage of enrolment in primary education in private institutions (%)","SE.PRM.PRIV.ZS","..","..","7.05311","7.22801","7.32781","7.51503","6.877","8.1099","10.45082","..",".."
"Iran, Islamic Rep.","IRN","Percentage of enrolment in lower secondary education in private institutions (%)","UIS.PRP.2","6.0876","6.09926","6.3823","7.72316","7.79439","7.99553","7.50588","7.0729","8.66765","..",".."
