country,year,Region,inc,yrs.sch,overall,primary,secondary,higher,Prim..10,Sec..11,Higher..12,primary.soc,secondary.soc,higher.soc,male,female,private,public,source
France,1964,Advanced Economies,High,4.6,10.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Psacharopoulos (1981)
France,1975,Advanced Economies,High,5.8,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kaboski (2003)
France,1976,Advanced Economies,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jarousse (1985)
France,1977,Advanced Economies,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.5,7.9,Jarrousse and Mingat (1986)
France,1977,Advanced Economies,High,6.2,10,NA,NA,NA,NA,14.8,20,NA,NA,NA,NA,NA,NA,NA,Psacharopoulos (1994)
France,1993,Advanced Economies,High,8,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Martins and Pereira (2004)
France,1994,Advanced Economies,High,8.4,8.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Psacharopoulos (1994)
France,1995,Advanced Economies,High,8.8,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,8.1,NA,NA,"Harmon, Oosterbeek and Walker (2003); Kaboski (2003)"
France,2001,Advanced Economies,High,10.66,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arbak (2012)
France,2009,Advanced Economies,High,NA,NA,NA,NA,NA,NA,9.35,9.5,NA,6.55,6.85,NA,NA,NA,NA,OECD (2013)
The Gambia,1997,Sub-Saharan Africa,Low,NA,NA,NA,NA,NA,37.1,12.7,NA,33.5,12.1,NA,NA,NA,NA,NA,EdInvest (1999)
The Gambia,2003,Sub-Saharan Africa,Low,3.2,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Foltz and Gajigo (2012)
Georgia,1997,Europe and Central Asia,Middle,11.1,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Botchorishvili (2007)
Georgia,1999,Europe and Central Asia,Middle,12.2,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Botchorishvili (2007)
Georgia,2002,Europe and Central Asia,Middle,12.1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Botchorishvili (2007)
Georgia,2006,Europe and Central Asia,Middle,12.1,6.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.2,5.099,NA,NA,Botchorishvili (2007)
Germany,1964,Advanced Economies,High,NA,NA,NA,NA,NA,NA,NA,4.6,NA,NA,NA,NA,NA,NA,NA,Psacharopoulos (1985)
Germany,1974,Advanced Economies,High,6.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.1,11.2,NA,NA,Psacharopoulos (1994)
Germany,1978,Advanced Economies,High,7,NA,NA,NA,NA,NA,6.5,10.5,NA,NA,NA,13.6,11.7,NA,NA,Psacharopoulos (1994)
Germany,1986,Advanced Economies,High,7.1,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ichino and Winter-Ebmer (1999)
Germany,1987,Advanced Economies,High,10.1,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Psacharopoulos (1994)
Germany,1988,Advanced Economies,High,8.5,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cohn and Addison (1998)
Germany,1989,Advanced Economies,High,8.6,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pischke and Wachter (2005)
Germany,1995,Advanced Economies,High,9.4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9,9.8,NA,NA,"Harmon, Oosterbeek and Walker (2003); Martins and Pereira (2004)"
Germany,2001,Advanced Economies,High,10.1,6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jochman and Pohlmeier (2004)
Germany,2006,Advanced Economies,High,12.6,6.9,NA,NA,NA,NA,7.05,8,NA,10.15,7.6,NA,NA,NA,NA,KamhÌ¦fer and Schmitz (2013)
Germany,2009,Advanced Economies,High,NA,NA,NA,NA,NA,NA,6.7,8.5,NA,15.7,6.6,NA,NA,NA,NA,OECD (2013)
Germany,2011,Advanced Economies,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OECD (2015)
Ghana,1967,Sub-Saharan Africa,Low,NA,NA,NA,NA,NA,24.5,17,37,18,13,16.5,NA,NA,NA,NA,Psacharopoulos (1994)
Ghana,1989,Sub-Saharan Africa,Low,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.1,7.4,Glewwe (1991)
Ghana,1989,Sub-Saharan Africa,Low,10,8.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4,4.2,NA,NA,Psacharopoulos and Patrinos (2004); Glewwe (1996)
Ghana,1991,Sub-Saharan Africa,Low,5.7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cogneau (2003)
Ghana,1992,Sub-Saharan Africa,Low,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.3,10.6,NA,NA,World Bank (1996a)
Ghana,1995,Sub-Saharan Africa,Low,6,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jones (2001)
Ghana,1999,Sub-Saharan Africa,Low,6.4,8.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Banerjee and Duflo (2005)
Ghana,2006,Sub-Saharan Africa,Low,6.2,9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.7,8.6,NA,NA,Fasih et al (2012)
Ghana,2007,Sub-Saharan Africa,Low,5.6905,4.2,4.4,2.9,5,NA,NA,NA,NA,NA,NA,7,5.3,NA,NA,"Peet, Fink and Fawzi (2015)"
Ghana,2006,Sub-Saharan Africa,Low,8.16,7.9,11.7,8.466666667,15.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Baffour (2015)
Ghana,1998,Sub-Saharan Africa,Low,NA,NA,8.4,9.8,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Schultz (2004)
Ghana,2005,Sub-Saharan Africa,Low,NA,NA,10,12,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Barouni and Broecke (2014)
Great Britain,1841,Advanced Economies,High,NA,NA,NA,NA,NA,NA,NA,NA,24.5,NA,NA,NA,NA,NA,NA,Mitch (1984)
Great Britain,1871,Advanced Economies,High,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,Mitch (1984)
Great Britain,1970,Advanced Economies,High,7.9,9.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kaboski (2003)
Great Britain,1971,Advanced Economies,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,Glennerster and Low (1990)
Great Britain,1971,Advanced Economies,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,Psacharopoulos (1985)
Great Britain,1972,Advanced Economies,High,10.5,9.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Psacharopoulos and Layard (1979)
Great Britain,1975,Advanced Economies,High,13,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.7,6.3,Psacharopoulos (1994)
Great Britain,1980,Advanced Economies,High,8.4,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Martins and Pereira (2004)
Great Britain,1983,Advanced Economies,High,NA,6.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Harmon and Walker (1995)
Great Britain,1984,Advanced Economies,High,8.6,13.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Harmon and Walker (1999)
Great Britain,1985,Advanced Economies,High,8.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,8.3,NA,NA,Silles (2007)
Great Britain,1986,Advanced Economies,High,NA,NA,NA,NA,NA,NA,NA,NA,8.6,7.5,6.5,NA,NA,NA,NA,Cohn and Addison (1998)
Great Britain,1986,Advanced Economies,High,8.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.7,8.199,NA,NA,Silles (2007)
Great Britain,1987,Advanced Economies,High,11.8,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,8.4,NA,NA,Silles (2007); Banerjee and Duflo (2005)
Great Britain,1991,Advanced Economies,High,9.1,9.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.7,11.9,NA,NA,McGuinness and Bennett (2009)
Great Britain,1992,Advanced Economies,High,9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,8.1,NA,NA,Silles (2007)
Great Britain,1993,Advanced Economies,High,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7,7.5,NA,NA,Silles (2007)
Great Britain,1994,Advanced Economies,High,9.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7,8.199,NA,NA,Silles (2007)
Great Britain,1995,Advanced Economies,High,9.4,8.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,7.9,NA,NA,Silles (2007); Martins and Pereira (2004)
Great Britain,1996,Advanced Economies,High,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8,8.3,NA,NA,Silles (2007)
Great Britain,1997,Advanced Economies,High,9.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,7.8,NA,NA,Silles (2007)
Great Britain,1998,Advanced Economies,High,9.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,8.4,NA,NA,Silles (2007)
Great Britain,2000,Advanced Economies,High,9.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,NA,NA,Silles (2007)
Great Britain,2001,Advanced Economies,High,10.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4,9.199,NA,NA,Silles (2007)
Great Britain,2002,Advanced Economies,High,8.9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,11.1,NA,NA,McGuinness and Bennett (2009)
Great Britain,2003,Advanced Economies,High,10.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1,8.3,NA,NA,Silles (2007)
Great Britain,2004,Advanced Economies,High,10.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4,9,NA,NA,Silles (2007)
Great Britain,2005,Advanced Economies,High,11.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,NA,NA,Silles (2007)
Great Britain,2006,Advanced Economies,High,11.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2,8.699,NA,NA,Silles (2007)
Great Britain,2009,Advanced Economies,High,NA,NA,NA,NA,NA,NA,11.6,7.85,NA,21.05,12.95,NA,NA,NA,NA,OECD (2013)
Great Britain,2011,Advanced Economies,High,NA,NA,NA,NA,NA,NA,11,12.2,NA,45.6,30.3,NA,NA,NA,NA,OECD (2015)
Greece,1960,Advanced Economies,High,7.4,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Psacharopoulos (1982)
Greece,1962,Advanced Economies,High,NA,NA,NA,NA,NA,NA,7.2,14,NA,6.3,13.7,NA,NA,NA,NA,Psacharopoulos (1985)
Greece,1964,Advanced Economies,High,6.4,8.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Patrinos (1995)
Greece,1974,Advanced Economies,High,6.8,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Martins and Pereira (2004)
Greece,1975,Advanced Economies,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8,6.4,Lambropoulos and Psacharopoulos (1992)
Greece,1975,Advanced Economies,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.1,15.9,Lambropoulos and Psacharopoulos (1992)
Greece,1977,Advanced Economies,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.8,7.3,Lambropoulos and Psacharopoulos (1992)
Greece,1977,Advanced Economies,High,NA,NA,NA,NA,NA,NA,6,5.5,NA,5.5,4.5,NA,NA,7,6.2,Psacharopoulos (1985)
Greece,1977,Advanced Economies,High,6.9,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7,4.5,NA,NA,Psacharopoulos (1994)
Greece,1981,Advanced Economies,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.7,10.7,Lambropoulos and Psacharopoulos (1992)
Greece,1981,Advanced Economies,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.3,4,Lambropoulos and Psacharopoulos (1992)
Greece,1985,Advanced Economies,High,7.9,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cohn and Addison (1998)
Greece,1985,Advanced Economies,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.2,7.4,Lambropoulos and Psacharopoulos (1992)
Greece,1985,Advanced Economies,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9,3.3,Lambropoulos and Psacharopoulos (1992)
Greece,1987,Advanced Economies,High,10,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Patrinos (1995)
Greece,1993,Advanced Economies,High,8.5,7.6,NA,NA,NA,NA,8.3,8.1,NA,6.5,5.7,6.9,9,NA,NA,Magoula and Psacharopoulos (1999)
Greece,1994,Advanced Economies,High,8.6,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3,8.6,NA,NA,"Harmon, Oosterbeek and Walker (2003); Martins and Pereira (2004)"
Greece,1995,Advanced Economies,High,8.7,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kaboski (2003)
Greece,2001,Advanced Economies,High,10.89,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arbak (2012)
Greece,2009,Advanced Economies,High,NA,NA,NA,NA,NA,NA,5.95,8.55,NA,5.4,11.65,NA,NA,NA,NA,OECD (2013)
Guatemala,1975,Latin America and Caribbean,Middle,2,9.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kaboski (2003)
Guatemala,1977,Latin America and Caribbean,Middle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.7,10.6,Psacharopoulos (1985)
Guatemala,1977,Latin America and Caribbean,Middle,2.5,12.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Funkhouser (1996)
Guatemala,1985,Latin America and Caribbean,Middle,3.2,12.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kaboski (2003)
Guatemala,1986,Latin America and Caribbean,Middle,3.4,9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Funkhouser (1996)
Guatemala,1989,Latin America and Caribbean,Middle,4.3,14.9,NA,NA,NA,33.8,17.9,22.2,NA,NA,NA,14.2,16.3,14.1,8.7,Psacharopoulos (1994)
Guatemala,2000,Latin America and Caribbean,Middle,4.1,12.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Psacharopoulos (1994)
Guatemala,2000,Latin America and Caribbean,Middle,4.509,9.4,6.4,8.6,9.8,NA,NA,NA,NA,NA,NA,4.9,5.5,NA,NA,"Peet, Fink and Fawzi (2015)"
Guatemala,2000,Latin America and Caribbean,Middle,NA,NA,13.3,22.5,15.8,NA,NA,NA,11.2,19,13.1,NA,NA,NA,NA,Laguna and Porta (2004)
Guyana,1997,Latin America and Caribbean,Low,NA,NA,NA,4,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,World Bank (2005)
Honduras,1986,Latin America and Caribbean,Middle,4.5,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bedi (1997)
Honduras,1989,Latin America and Caribbean,Middle,6.5,11.5,NA,NA,NA,20.8,23.3,25.9,18.2,19.7,18.9,17.2,19.8,17.4,12.3,Psacharopoulos (1994); Funkhouser (1996)
Honduras,1990,Latin America and Caribbean,Middle,4.9,10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Funkhouser (1996)
Honduras,1991,Latin America and Caribbean,Middle,5,9.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Funkhouser (1996)
Hong Kong,1976,East Asia and Pacific,High,NA,NA,NA,NA,NA,NA,18.5,25.2,6.7,15,12.4,NA,NA,NA,NA,Psacharopoulos (1994)
Hong Kong,1976,East Asia and Pacific,High,6.9,6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Psacharopoulos (1989)
Hong Kong,1981,East Asia and Pacific,High,9.1,6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Psacharopoulos (1994)
Hong Kong,1981,East Asia and Pacific,High,NA,NA,12.7,9.842857143,13.5,NA,NA,NA,6.5,11.31428571,9.3,NA,NA,NA,NA,Yeung (1999)
Hong Kong,1986,East Asia and Pacific,High,NA,NA,12.6,11.58571429,27.4,NA,NA,NA,5.6,10.04,9.9,NA,NA,NA,NA,Yeung (1999)
Hong Kong,1996,East Asia and Pacific,High,NA,NA,8.6,13.9,18.3,NA,NA,NA,6.3,9.502857143,10,NA,NA,NA,NA,Yeung (1999)
Hong Kong,1991,East Asia and Pacific,High,NA,NA,13.2,16,16.7,NA,NA,NA,5.6,10.56285714,12.1,NA,NA,NA,NA,Yeung (1999)
Hungary,1985,Advanced Economies,High,9,4.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kaboski (2003)
Hungary,1986,Advanced Economies,High,9,5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flabbi, Paternostro and Tiongson (2007)"
Hungary,1987,Advanced Economies,High,11.3,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flabbi, Paternostro and Tiongson (2007)"
Hungary,1988,Advanced Economies,High,8.9,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flabbi, Paternostro and Tiongson (2007)"
Hungary,1989,Advanced Economies,High,8.9,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flabbi, Paternostro and Tiongson (2007)"
Hungary,1990,Advanced Economies,High,8.8,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flabbi, Paternostro and Tiongson (2007)"
Hungary,1991,Advanced Economies,High,9.1,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flabbi, Paternostro and Tiongson (2007)"
Hungary,1992,Advanced Economies,High,NA,NA,NA,NA,6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Newell and Reilly (1999)
Hungary,1992,Advanced Economies,High,9.4,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.1,9.6,NA,NA,"Flabbi, Paternostro and Tiongson (2007); Campos and Jolliffe (2007)"
Hungary,1993,Advanced Economies,High,NA,NA,NA,NA,NA,NA,8.2,13.4,NA,6,2.6,NA,NA,NA,NA,Psacharopoulos and Patrinos (2004)
Hungary,1993,Advanced Economies,High,9.7,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flabbi, Paternostro and Tiongson (2007)"
Hungary,1994,Advanced Economies,High,10.1,9.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flabbi, Paternostro and Tiongson (2007)"
Hungary,1995,Advanced Economies,High,10.4,8.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flabbi, Paternostro and Tiongson (2007)"
Hungary,1996,Advanced Economies,High,10.6,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flabbi, Paternostro and Tiongson (2007)"
Hungary,1997,Advanced Economies,High,10.8,10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flabbi, Paternostro and Tiongson (2007)"
Hungary,1998,Advanced Economies,High,11,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flabbi, Paternostro and Tiongson (2007)"
Hungary,1999,Advanced Economies,High,11.1,10.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flabbi, Paternostro and Tiongson (2007)"
Hungary,2000,Advanced Economies,High,11.2,10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.5,10.5,NA,NA,"Flabbi, Paternostro and Tiongson (2007)"
Hungary,2001,Advanced Economies,High,11.3,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flabbi, Paternostro and Tiongson (2007)"
Hungary,2002,Advanced Economies,High,11.4,11.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flabbi, Paternostro and Tiongson (2007)"
Hungary,2004,Advanced Economies,High,11.6,10.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Campos and Jolliffe (2007)
Hungary,2009,Advanced Economies,High,NA,NA,NA,NA,NA,NA,20.65,21.6,NA,10.2,21.8,NA,NA,NA,NA,OECD (2013)
Hungary,2011,Advanced Economies,High,NA,NA,NA,NA,NA,NA,14.15,20.8,NA,26.55,20.5,NA,NA,NA,NA,OECD (2015)
Iceland,2003,Advanced Economies,High,NA,NA,NA,NA,NA,NA,7.2,5,NA,7.9,5.6,NA,NA,NA,NA,OECD (2006)
India,1954,South Asia,Middle,1,9.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Psacharopulos (1989)
India,1965,South Asia,Middle,NA,NA,NA,NA,NA,17.3,18.8,16.2,13.4,15.5,10.3,NA,NA,NA,NA,Psacharopoulos (1985)
India,1970,South Asia,Middle,1.6,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Psacharopoulos (1989)
India,1978,South Asia,Middle,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3,3.6,NA,NA,Psacharopoulos (1994)
India,1980,South Asia,Middle,16.8,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kaboski (2003)
India,1994,South Asia,Middle,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.454545181,11.11,NA,NA,World Bank (2011)
India,1995,South Asia,Middle,NA,NA,NA,NA,NA,2.6,17.6,18.2,NA,NA,NA,NA,NA,NA,NA,Kingdon (1998)
India,1995,South Asia,Middle,4.1,10.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kingdon (1998)
India,2000,South Asia,Middle,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.004559442,11.66,NA,NA,World Bank (2011)
India,2005,South Asia,Middle,5.6,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.66692982,10.78,NA,NA,World Bank (2011); Agrawal (2011)
India,2008,South Asia,Middle,5.1,10.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.04031739,11.22,NA,NA,World Bank (2011)
India,1993,South Asia,Middle,NA,NA,5.095,2.45,4.415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dutta (2006)
India,1999,South Asia,Middle,NA,NA,5.375,3.14,6.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dutta (2006)
India,1983,South Asia,Middle,NA,NA,6.62,3.345,6.075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dutta (2006)
India,1983,South Asia,Middle,NA,NA,5.8,10,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kijima (2006)
India,1999,South Asia,Middle,NA,NA,6.6,10.2,14.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kijima (2006)
India,1987,South Asia,Middle,NA,NA,6,11,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kijima (2006)
India,1993,South Asia,Middle,NA,NA,5.4,11,11.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kijima (2006)
India,1983,South Asia,Middle,NA,NA,8.2,13.7,11.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Duraisamy (2002)
India,1993,South Asia,Middle,NA,NA,7.9,13.8,11.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Duraisamy (2002)
Indonesia,1978,East Asia and Pacific,Middle,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.2,14.8,NA,NA,NA,NA,Psacharopoulos (1985)
Indonesia,1981,East Asia and Pacific,Middle,5,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Psacharopoulos (1994)
Indonesia,1989,East Asia and Pacific,Middle,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,5,NA,NA,NA,NA,McMahon and Boediono (1992)
Indonesia,1989,East Asia and Pacific,Middle,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,5,NA,NA,NA,NA,Psacharopoulos (1994)
Indonesia,1995,East Asia and Pacific,Middle,4.6,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Duflo (2001)
Indonesia,2003,East Asia and Pacific,Middle,6.4,11.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Duflo (2001)
Indonesia,2007,East Asia and Pacific,Middle,8.6,10.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sohn (2013)
Indonesia,1945,East Asia and Pacific,Middle,NA,NA,3.4,5,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Van Leeuwen (2007)
Indonesia,1950,East Asia and Pacific,Middle,NA,NA,3.7,5.8,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Van Leeuwen (2007)
Indonesia,1955,East Asia and Pacific,Middle,NA,NA,3.8,7.1,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Van Leeuwen (2007)
Indonesia,1960,East Asia and Pacific,Middle,NA,NA,3.9,8.2,8.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Van Leeuwen (2007)
Indonesia,1965,East Asia and Pacific,Middle,NA,NA,3.9,9,9.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Van Leeuwen (2007)
Indonesia,1970,East Asia and Pacific,Middle,NA,NA,4.1,9.5,10.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Van Leeuwen (2007)
Indonesia,1975,East Asia and Pacific,Middle,NA,NA,4.2,9.9,11.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Van Leeuwen (2007)
Indonesia,1980,East Asia and Pacific,Middle,NA,NA,3.8,10.6,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Van Leeuwen (2007)
Indonesia,1986,East Asia and Pacific,Middle,NA,NA,4,11,11.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Van Leeuwen (2007)
Indonesia,1985,East Asia and Pacific,Middle,NA,NA,3.6,11.2,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Van Leeuwen (2007)
Indonesia,1988,East Asia and Pacific,Middle,NA,NA,4.3,11.7,10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Van Leeuwen (2007)
